incident_id,date,state,n_killed,,,,,,,,,,,,,,,,
220427,3/11/14,Pennsylvania,0,,,,,,,,,,,,,,,,
134694,3/11/14,Michigan,0,,,,,,,,,,,,,,,,
117072,3/11/14,Florida,0,,,,,,,,,,,,,,,,
114179,3/11/14,North Carolina,0,,,,,,,,,,,,,,,,
114064,3/11/14,Connecticut,0,,,,,,,,,,,,,,,,
117480,3/11/14,Arkansas,0,,,,,,,,,,,,,,,,
113807,3/11/14,Michigan,0,,,,,,,,,,,,,,,,
114299,3/11/14,Louisiana,0,,,,,,,,,,,,,,,,
114125,3/11/14,South Carolina,0,,,,,,,,,,,,,,,,
123658,3/11/14,New York,0,,,,,,,,,,,,,,,,
113822,3/11/14,Michigan,0,,,,,,,,,,,,,,,,
114306,3/11/14,Louisiana,0,,,,,,,,,,,,,,,,
113829,3/11/14,Oregon,0,,,,,,,,,,,,,,,,
114128,3/11/14,Tennessee,2,,,,,,,,,,,,,,,,
114070,3/11/14,Mississippi,0,,,,,,,,,,,,,,,,
113911,3/11/14,Ohio,0,,,,,,,,,,,,,,,,
114462,3/11/14,West Virginia,0,,,,,,,,,,,,,,,,
113959,3/11/14,Idaho,0,,,,,,,,,,,,,,,,
117574,3/11/14,Florida,0,,,,,,,,,,,,,,,,
114844,3/11/14,North Carolina,0,,,,,,,,,,,,,,,,
113737,3/11/14,South Carolina,0,,,,,,,,,,,,,,,,
114189,3/11/14,California,0,,,,,,,,,,,,,,,,
114798,3/11/14,Tennessee,0,,,,,,,,,,,,,,,,
113739,3/11/14,South Carolina,0,,,,,,,,,,,,,,,,
114201,3/11/14,Arkansas,0,,,,,,,,,,,,,,,,
114002,3/11/14,Alabama,0,,,,,,,,,,,,,,,,
117576,3/11/14,Georgia,0,,,,,,,,,,,,,,,,
113753,3/11/14,Georgia,1,,,,,,,,,,,,,,,,
114263,3/11/14,Illinois,0,,,,,,,,,,,,,,,,
114085,3/11/14,Montana,1,,,,,,,,,,,,,,,,
117579,3/11/14,Wyoming,0,,,,,,,,,,,,,,,,
113764,3/11/14,Georgia,1,,,,,,,,,,,,,,,,
113718,3/11/14,Virginia,1,,,,,,,,,,,,,,,,
114271,3/11/14,Florida,0,,,,,,,,,,,,,,,,
119088,3/11/14,Kansas,1,,,,,,,,,,,,,,,,
113769,3/11/14,Indiana,0,,,,,,,,,,,,,,,,
114544,3/11/14,California,0,,,,,,,,,,,,,,,,
114093,3/11/14,Pennsylvania,1,,,,,,,,,,,,,,,,
121669,3/11/14,North Carolina,0,,,,,,,,,,,,,,,,
113928,3/11/14,Kansas,1,,,,,,,,,,,,,,,,
114548,3/11/14,California,0,,,,,,,,,,,,,,,,
114114,3/11/14,Kentucky,1,,,,,,,,,,,,,,,,
113947,3/11/14,Washington,0,,,,,,,,,,,,,,,,
114704,3/11/14,North Dakota,1,,,,,,,,,,,,,,,,
113716,3/11/14,Tennessee,0,,,,,,,,,,,,,,,,
114186,3/11/14,California,0,,,,,,,,,,,,,,,,
114066,3/11/14,Michigan,0,,,,,,,,,,,,,,,,
114090,3/11/14,New York,1,,,,,,,,,,,,,,,,
114139,3/11/14,Alabama,0,,,,,,,,,,,,,,,,
114045,3/11/14,Missouri,0,,,,,,,,,,,,,,,,
114014,3/11/14,Florida,0,,,,,,,,,,,,,,,,
114371,3/11/14,Oklahoma,1,,,,,,,,,,,,,,,,
114049,3/11/14,Colorado,0,,,,,,,,,,,,,,,,
113851,3/11/14,Kansas,0,,,,,,,,,,,,,,,,
113674,3/11/14,Illinois,0,,,,,,,,,,,,,,,,
114162,3/11/14,Tennessee,0,,,,,,,,,,,,,,,,
113881,3/11/14,Ohio,0,,,,,,,,,,,,,,,,
116607,3/11/14,Connecticut,0,,,,,,,,,,,,,,,,
113677,3/11/14,Illinois,0,,,,,,,,,,,,,,,,
114386,3/11/14,Missouri,1,,,,,,,,,,,,,,,,
114051,3/11/14,Massachusetts,0,,,,,,,,,,,,,,,,
164829,3/11/14,Texas,0,,,,,,,,,,,,,,,,
113679,3/11/14,Illinois,0,,,,,,,,,,,,,,,,
114390,3/11/14,Missouri,0,,,,,,,,,,,,,,,,
114146,3/11/14,Ohio,0,,,,,,,,,,,,,,,,
114060,3/11/14,Virginia,0,,,,,,,,,,,,,,,,
113681,3/11/14,Illinois,0,,,,,,,,,,,,,,,,
114443,3/11/14,California,0,,,,,,,,,,,,,,,,
114062,3/11/14,Virginia,1,,,,,,,,,,,,,,,,
220190,3/11/14,Pennsylvania,0,,,,,,,,,,,,,,,,
113855,3/11/14,Florida,1,,,,,,,,,,,,,,,,
115601,3/11/14,Texas,1,,,,,,,,,,,,,,,,
114149,3/11/14,North Carolina,0,,,,,,,,,,,,,,,,
113859,3/11/14,Florida,0,,,,,,,,,,,,,,,,
116588,3/11/14,Connecticut,0,,,,,,,,,,,,,,,,
114153,3/11/14,Tennessee,0,,,,,,,,,,,,,,,,
113862,3/11/14,Maryland,0,,,,,,,,,,,,,,,,
116589,3/11/14,Connecticut,0,,,,,,,,,,,,,,,,
134696,3/11/14,Indiana,0,,,,,,,,,,,,,,,,
186976,3/11/14,California,0,,,,,,,,,,,,,,,,
113667,3/11/14,Ohio,0,,,,,,,,,,,,,,,,
220193,3/11/14,Pennsylvania,1,,,,,,,,,,,,,,,,
113804,3/11/14,Michigan,0,,,,,,,,,,,,,,,,
113690,3/11/14,Illinois,0,,,,,,,,,,,,,,,,
114854,3/11/14,Michigan,0,,,,,,,,,,,,,,,,
114144,3/11/14,Ohio,0,,,,,,,,,,,,,,,,
114017,3/11/14,Florida,0,,,,,,,,,,,,,,,,
114287,3/11/14,Florida,0,,,,,,,,,,,,,,,,
114032,3/11/14,Florida,0,,,,,,,,,,,,,,,,
115259,3/11/14,New York,0,,,,,,,,,,,,,,,,
114293,3/11/14,Nevada,1,,,,,,,,,,,,,,,,
121895,3/11/14,Texas,0,,,,,,,,,,,,,,,,
385976,3/11/14,New York,0,,,,,,,,,,,,,,,,
526859,3/11/14,Texas,0,,,,,,,,,,,,,,,,
705713,3/11/14,Maine,0,,,,,,,,,,,,,,,,
117192,3/11/14,California,0,,,,,,,,,,,,,,,,
115185,3/11/14,Texas,1,,,,,,,,,,,,,,,,
114041,3/11/14,Alabama,1,,,,,,,,,,,,,,,,
114977,3/11/14,Texas,1,,,,,,,,,,,,,,,,
119204,3/11/14,Pennsylvania,0,,,,,,,,,,,,,,,,
114096,3/11/14,Missouri,2,,,,,,,,,,,,,,,,
113835,3/11/14,Ohio,0,,,,,,,,,,,,,,,,
493013,3/11/14,New York,0,,,,,,,,,,,,,,,,
114027,3/11/14,Massachusetts,0,,,,,,,,,,,,,,,,
119086,3/11/14,Utah,0,,,,,,,,,,,,,,,,
113921,3/11/14,Ohio,0,,,,,,,,,,,,,,,,
115562,3/11/14,Maryland,0,,,,,,,,,,,,,,,,
286423,3/11/14,Illinois,0,,,,,,,,,,,,,,,,
113759,3/11/14,Georgia,0,,,,,,,,,,,,,,,,
114036,3/11/14,Pennsylvania,1,,,,,,,,,,,,,,,,
113999,3/11/14,Alabama,0,,,,,,,,,,,,,,,,
114258,3/12/14,Indiana,0,,,,,,,,,,,,,,,,
114712,3/12/14,South Carolina,0,,,,,,,,,,,,,,,,
114481,3/12/14,North Carolina,2,,,,,,,,,,,,,,,,
117596,3/12/14,Oklahoma,0,,,,,,,,,,,,,,,,
114477,3/12/14,North Carolina,0,,,,,,,,,,,,,,,,
114290,3/12/14,Oregon,1,,,,,,,,,,,,,,,,
115128,3/12/14,Michigan,0,,,,,,,,,,,,,,,,
114486,3/12/14,North Carolina,1,,,,,,,,,,,,,,,,
117599,3/12/14,Florida,0,,,,,,,,,,,,,,,,
114295,3/12/14,Louisiana,1,,,,,,,,,,,,,,,,
117593,3/12/14,Minnesota,0,,,,,,,,,,,,,,,,
114686,3/12/14,California,1,,,,,,,,,,,,,,,,
114674,3/12/14,Florida,0,,,,,,,,,,,,,,,,
117602,3/12/14,Florida,0,,,,,,,,,,,,,,,,
114296,3/12/14,Illinois,0,,,,,,,,,,,,,,,,
115376,3/12/14,Wisconsin,0,,,,,,,,,,,,,,,,
119084,3/12/14,Utah,0,,,,,,,,,,,,,,,,
114473,3/12/14,Tennessee,1,,,,,,,,,,,,,,,,
115538,3/12/14,Connecticut,0,,,,,,,,,,,,,,,,
114702,3/12/14,North Carolina,0,,,,,,,,,,,,,,,,
114688,3/12/14,New Mexico,1,,,,,,,,,,,,,,,,
114475,3/12/14,Virginia,0,,,,,,,,,,,,,,,,
115374,3/12/14,Kentucky,0,,,,,,,,,,,,,,,,
114230,3/12/14,Indiana,0,,,,,,,,,,,,,,,,
114131,3/12/14,Alabama,0,,,,,,,,,,,,,,,,
114505,3/12/14,South Carolina,0,,,,,,,,,,,,,,,,
114401,3/12/14,District of Columbia,2,,,,,,,,,,,,,,,,
115540,3/12/14,Connecticut,0,,,,,,,,,,,,,,,,
114412,3/12/14,Tennessee,1,,,,,,,,,,,,,,,,
114771,3/12/14,Virginia,0,,,,,,,,,,,,,,,,
116268,3/12/14,Maryland,1,,,,,,,,,,,,,,,,
114496,3/12/14,Georgia,0,,,,,,,,,,,,,,,,
114677,3/12/14,Hawaii,1,,,,,,,,,,,,,,,,
114508,3/12/14,Georgia,1,,,,,,,,,,,,,,,,
114449,3/12/14,Ohio,1,,,,,,,,,,,,,,,,
114566,3/12/14,Illinois,0,,,,,,,,,,,,,,,,
114266,3/12/14,Florida,1,,,,,,,,,,,,,,,,
114194,3/12/14,California,1,,,,,,,,,,,,,,,,
114313,3/12/14,Wisconsin,1,,,,,,,,,,,,,,,,
114098,3/12/14,West Virginia,0,,,,,,,,,,,,,,,,
114331,3/12/14,Wisconsin,0,,,,,,,,,,,,,,,,
115701,3/12/14,Texas,0,,,,,,,,,,,,,,,,
114100,3/12/14,Virginia,1,,,,,,,,,,,,,,,,
114512,3/12/14,South Carolina,0,,,,,,,,,,,,,,,,
115943,3/12/14,Wisconsin,0,,,,,,,,,,,,,,,,
121859,3/12/14,New Hampshire,0,,,,,,,,,,,,,,,,
114759,3/12/14,Virginia,0,,,,,,,,,,,,,,,,
134698,3/12/14,South Carolina,0,,,,,,,,,,,,,,,,
114762,3/12/14,Iowa,0,,,,,,,,,,,,,,,,
114319,3/12/14,Louisiana,0,,,,,,,,,,,,,,,,
114160,3/12/14,North Carolina,0,,,,,,,,,,,,,,,,
117592,3/12/14,Illinois,0,,,,,,,,,,,,,,,,
114396,3/12/14,Texas,2,,,,,,,,,,,,,,,,
114781,3/12/14,Virginia,0,,,,,,,,,,,,,,,,
114369,3/12/14,North Carolina,0,,,,,,,,,,,,,,,,
134703,3/12/14,Connecticut,0,,,,,,,,,,,,,,,,
114133,3/12/14,Ohio,0,,,,,,,,,,,,,,,,
114793,3/12/14,Tennessee,0,,,,,,,,,,,,,,,,
114515,3/12/14,Iowa,0,,,,,,,,,,,,,,,,
172537,3/12/14,Washington,0,,,,,,,,,,,,,,,,
114136,3/12/14,Ohio,0,,,,,,,,,,,,,,,,
114827,3/12/14,Georgia,0,,,,,,,,,,,,,,,,
114524,3/12/14,Wisconsin,0,,,,,,,,,,,,,,,,
114120,3/12/14,Ohio,1,,,,,,,,,,,,,,,,
174159,3/12/14,California,1,,,,,,,,,,,,,,,,
115951,3/12/14,Maine,0,,,,,,,,,,,,,,,,
114556,3/12/14,Alaska,0,,,,,,,,,,,,,,,,
183511,3/12/14,North Carolina,3,,,,,,,,,,,,,,,,
114346,3/12/14,Minnesota,0,,,,,,,,,,,,,,,,
116421,3/12/14,Louisiana,0,,,,,,,,,,,,,,,,
114576,3/12/14,Mississippi,0,,,,,,,,,,,,,,,,
114349,3/12/14,Florida,0,,,,,,,,,,,,,,,,
116605,3/12/14,Connecticut,0,,,,,,,,,,,,,,,,
115625,3/12/14,Texas,0,,,,,,,,,,,,,,,,
114669,3/12/14,Florida,0,,,,,,,,,,,,,,,,
114155,3/12/14,Ohio,0,,,,,,,,,,,,,,,,
116879,3/12/14,Florida,2,,,,,,,,,,,,,,,,
121488,3/12/14,Pennsylvania,0,,,,,,,,,,,,,,,,
114773,3/12/14,Virginia,0,,,,,,,,,,,,,,,,
117582,3/12/14,Arkansas,0,,,,,,,,,,,,,,,,
114174,3/12/14,Tennessee,1,,,,,,,,,,,,,,,,
114847,3/12/14,South Carolina,0,,,,,,,,,,,,,,,,
114426,3/12/14,Arkansas,1,,,,,,,,,,,,,,,,
114207,3/12/14,Michigan,0,,,,,,,,,,,,,,,,
114896,3/12/14,Florida,0,,,,,,,,,,,,,,,,
114355,3/12/14,Illinois,0,,,,,,,,,,,,,,,,
202062,3/12/14,Maryland,2,,,,,,,,,,,,,,,,
114217,3/12/14,Indiana,0,,,,,,,,,,,,,,,,
114904,3/12/14,Ohio,0,,,,,,,,,,,,,,,,
114596,3/12/14,Tennessee,0,,,,,,,,,,,,,,,,
114593,3/12/14,Massachusetts,0,,,,,,,,,,,,,,,,
114373,3/12/14,Oregon,1,,,,,,,,,,,,,,,,
114970,3/12/14,Georgia,0,,,,,,,,,,,,,,,,
114622,3/12/14,Ohio,1,,,,,,,,,,,,,,,,
220202,3/12/14,Pennsylvania,0,,,,,,,,,,,,,,,,
114378,3/12/14,Louisiana,0,,,,,,,,,,,,,,,,
117580,3/12/14,Maryland,0,,,,,,,,,,,,,,,,
114642,3/12/14,Missouri,1,,,,,,,,,,,,,,,,
114380,3/12/14,Louisiana,0,,,,,,,,,,,,,,,,
117581,3/12/14,North Carolina,0,,,,,,,,,,,,,,,,
114116,3/12/14,Kentucky,0,,,,,,,,,,,,,,,,
209924,3/12/14,Oregon,0,,,,,,,,,,,,,,,,
114839,3/13/14,Michigan,0,,,,,,,,,,,,,,,,
127586,3/13/14,New Jersey,0,,,,,,,,,,,,,,,,
115103,3/13/14,Texas,1,,,,,,,,,,,,,,,,
114554,3/13/14,Washington,0,,,,,,,,,,,,,,,,
114602,3/13/14,Florida,0,,,,,,,,,,,,,,,,
114578,3/13/14,Mississippi,0,,,,,,,,,,,,,,,,
114667,3/13/14,Florida,0,,,,,,,,,,,,,,,,
117603,3/13/14,Michigan,0,,,,,,,,,,,,,,,,
115174,3/13/14,California,1,,,,,,,,,,,,,,,,
115031,3/13/14,Illinois,0,,,,,,,,,,,,,,,,
115001,3/13/14,North Carolina,1,,,,,,,,,,,,,,,,
114493,3/13/14,North Carolina,0,,,,,,,,,,,,,,,,
114624,3/13/14,Alabama,0,,,,,,,,,,,,,,,,
115181,3/13/14,Texas,1,,,,,,,,,,,,,,,,
114451,3/13/14,Minnesota,0,,,,,,,,,,,,,,,,
114638,3/13/14,Washington,0,,,,,,,,,,,,,,,,
117494,3/13/14,Arizona,0,,,,,,,,,,,,,,,,
114456,3/13/14,Iowa,0,,,,,,,,,,,,,,,,
114652,3/13/14,Tennessee,0,,,,,,,,,,,,,,,,
114833,3/13/14,Indiana,0,,,,,,,,,,,,,,,,
116593,3/13/14,New York,1,,,,,,,,,,,,,,,,
116829,3/13/14,Tennessee,0,,,,,,,,,,,,,,,,
114599,3/13/14,Michigan,0,,,,,,,,,,,,,,,,
116767,3/13/14,Minnesota,0,,,,,,,,,,,,,,,,
134701,3/13/14,Texas,1,,,,,,,,,,,,,,,,
114471,3/13/14,Tennessee,0,,,,,,,,,,,,,,,,
115797,3/13/14,Louisiana,0,,,,,,,,,,,,,,,,
114822,3/13/14,Illinois,0,,,,,,,,,,,,,,,,
202533,3/13/14,South Carolina,0,,,,,,,,,,,,,,,,
114626,3/13/14,North Carolina,0,,,,,,,,,,,,,,,,
115805,3/13/14,Illinois,0,,,,,,,,,,,,,,,,
114925,3/13/14,Florida,0,,,,,,,,,,,,,,,,
213177,3/13/14,North Carolina,0,,,,,,,,,,,,,,,,
114629,3/13/14,Ohio,0,,,,,,,,,,,,,,,,
116012,3/13/14,New York,0,,,,,,,,,,,,,,,,
114939,3/13/14,Kentucky,0,,,,,,,,,,,,,,,,
114635,3/13/14,Ohio,0,,,,,,,,,,,,,,,,
114942,3/13/14,Florida,0,,,,,,,,,,,,,,,,
114767,3/13/14,Iowa,0,,,,,,,,,,,,,,,,
117482,3/13/14,Arkansas,0,,,,,,,,,,,,,,,,
114945,3/13/14,Florida,0,,,,,,,,,,,,,,,,
114776,3/13/14,Virginia,0,,,,,,,,,,,,,,,,
181682,3/13/14,Tennessee,0,,,,,,,,,,,,,,,,
114967,3/13/14,Texas,0,,,,,,,,,,,,,,,,
114779,3/13/14,Alabama,0,,,,,,,,,,,,,,,,
192048,3/13/14,Georgia,0,,,,,,,,,,,,,,,,
290054,3/13/14,Washington,0,,,,,,,,,,,,,,,,
114870,3/13/14,California,0,,,,,,,,,,,,,,,,
115377,3/13/14,Wisconsin,0,,,,,,,,,,,,,,,,
117604,3/13/14,Washington,0,,,,,,,,,,,,,,,,
114563,3/13/14,Louisiana,2,,,,,,,,,,,,,,,,
114922,3/13/14,Kentucky,1,,,,,,,,,,,,,,,,
114743,3/13/14,District of Columbia,1,,,,,,,,,,,,,,,,
124315,3/13/14,South Carolina,0,,,,,,,,,,,,,,,,
114580,3/13/14,Indiana,1,,,,,,,,,,,,,,,,
115268,3/13/14,Connecticut,0,,,,,,,,,,,,,,,,
114748,3/13/14,Virginia,0,,,,,,,,,,,,,,,,
129969,3/13/14,Ohio,1,,,,,,,,,,,,,,,,
114583,3/13/14,South Carolina,0,,,,,,,,,,,,,,,,
115319,3/13/14,Georgia,1,,,,,,,,,,,,,,,,
114876,3/13/14,Alabama,0,,,,,,,,,,,,,,,,
114586,3/13/14,Indiana,0,,,,,,,,,,,,,,,,
115335,3/13/14,North Carolina,0,,,,,,,,,,,,,,,,
114879,3/13/14,Alabama,0,,,,,,,,,,,,,,,,
134708,3/13/14,New York,1,,,,,,,,,,,,,,,,
114700,3/13/14,New Jersey,0,,,,,,,,,,,,,,,,
115408,3/13/14,Arkansas,0,,,,,,,,,,,,,,,,
114883,3/13/14,Arkansas,1,,,,,,,,,,,,,,,,
114734,3/13/14,West Virginia,0,,,,,,,,,,,,,,,,
115510,3/13/14,Florida,0,,,,,,,,,,,,,,,,
114660,3/13/14,Florida,0,,,,,,,,,,,,,,,,
121667,3/13/14,North Carolina,0,,,,,,,,,,,,,,,,
114737,3/13/14,Minnesota,1,,,,,,,,,,,,,,,,
134705,3/13/14,North Carolina,0,,,,,,,,,,,,,,,,
114559,3/13/14,Illinois,0,,,,,,,,,,,,,,,,
114894,3/13/14,Florida,1,,,,,,,,,,,,,,,,
114533,3/13/14,California,1,,,,,,,,,,,,,,,,
114872,3/13/14,California,0,,,,,,,,,,,,,,,,
114665,3/13/14,Florida,0,,,,,,,,,,,,,,,,
117605,3/13/14,Michigan,0,,,,,,,,,,,,,,,,
114538,3/13/14,California,0,,,,,,,,,,,,,,,,
114691,3/13/14,Nevada,2,,,,,,,,,,,,,,,,
117606,3/13/14,Tennessee,0,,,,,,,,,,,,,,,,
114541,3/13/14,California,0,,,,,,,,,,,,,,,,
115058,3/13/14,Indiana,0,,,,,,,,,,,,,,,,
115028,3/13/14,Georgia,1,,,,,,,,,,,,,,,,
115230,3/13/14,Mississippi,1,,,,,,,,,,,,,,,,
119734,3/13/14,Arkansas,1,,,,,,,,,,,,,,,,
114557,3/13/14,Illinois,0,,,,,,,,,,,,,,,,
115204,3/13/14,Louisiana,1,,,,,,,,,,,,,,,,
114851,3/13/14,California,3,,,,,,,,,,,,,,,,
120378,3/13/14,Ohio,0,,,,,,,,,,,,,,,,
114655,3/13/14,Tennessee,1,,,,,,,,,,,,,,,,
115242,3/13/14,Mississippi,0,,,,,,,,,,,,,,,,
114866,3/13/14,California,0,,,,,,,,,,,,,,,,
114658,3/13/14,Arizona,1,,,,,,,,,,,,,,,,
114842,3/13/14,South Carolina,0,,,,,,,,,,,,,,,,
115081,3/14/14,Michigan,0,,,,,,,,,,,,,,,,
115034,3/14/14,Oregon,1,,,,,,,,,,,,,,,,
115656,3/14/14,South Carolina,0,,,,,,,,,,,,,,,,
114947,3/14/14,Kentucky,0,,,,,,,,,,,,,,,,
118277,3/14/14,Nevada,0,,,,,,,,,,,,,,,,
114831,3/14/14,North Carolina,0,,,,,,,,,,,,,,,,
118275,3/14/14,Pennsylvania,0,,,,,,,,,,,,,,,,
115042,3/14/14,Illinois,0,,,,,,,,,,,,,,,,
115247,3/14/14,Georgia,1,,,,,,,,,,,,,,,,
114817,3/14/14,Georgia,0,,,,,,,,,,,,,,,,
115670,3/14/14,South Carolina,0,,,,,,,,,,,,,,,,
118276,3/14/14,Nevada,0,,,,,,,,,,,,,,,,
115085,3/14/14,Rhode Island,0,,,,,,,,,,,,,,,,
116600,3/14/14,Connecticut,0,,,,,,,,,,,,,,,,
114953,3/14/14,California,0,,,,,,,,,,,,,,,,
115694,3/14/14,Tennessee,0,,,,,,,,,,,,,,,,
115216,3/14/14,Florida,1,,,,,,,,,,,,,,,,
114958,3/14/14,North Carolina,0,,,,,,,,,,,,,,,,
115697,3/14/14,Tennessee,1,,,,,,,,,,,,,,,,
114746,3/14/14,Michigan,0,,,,,,,,,,,,,,,,
326224,3/14/14,California,0,,,,,,,,,,,,,,,,
309486,3/14/14,New York,0,,,,,,,,,,,,,,,,
114929,3/14/14,Florida,1,,,,,,,,,,,,,,,,
116039,3/14/14,Wisconsin,0,,,,,,,,,,,,,,,,
116077,3/14/14,Georgia,1,,,,,,,,,,,,,,,,
115245,3/14/14,North Carolina,2,,,,,,,,,,,,,,,,
223893,3/14/14,Ohio,1,,,,,,,,,,,,,,,,
114806,3/14/14,Georgia,0,,,,,,,,,,,,,,,,
115206,3/14/14,Florida,0,,,,,,,,,,,,,,,,
114974,3/14/14,Texas,1,,,,,,,,,,,,,,,,
114784,3/14/14,Tennessee,0,,,,,,,,,,,,,,,,
115197,3/14/14,Louisiana,1,,,,,,,,,,,,,,,,
114930,3/14/14,Kentucky,0,,,,,,,,,,,,,,,,
118272,3/14/14,California,0,,,,,,,,,,,,,,,,
114786,3/14/14,Tennessee,0,,,,,,,,,,,,,,,,
115254,3/14/14,Indiana,1,,,,,,,,,,,,,,,,
115007,3/14/14,Tennessee,0,,,,,,,,,,,,,,,,
118273,3/14/14,Georgia,0,,,,,,,,,,,,,,,,
114788,3/14/14,Tennessee,0,,,,,,,,,,,,,,,,
115209,3/14/14,Florida,0,,,,,,,,,,,,,,,,
115012,3/14/14,New York,0,,,,,,,,,,,,,,,,
187280,3/14/14,Washington,0,,,,,,,,,,,,,,,,
114799,3/14/14,Wisconsin,0,,,,,,,,,,,,,,,,
115390,3/14/14,Ohio,0,,,,,,,,,,,,,,,,
115020,3/14/14,New York,1,,,,,,,,,,,,,,,,
187282,3/14/14,Washington,1,,,,,,,,,,,,,,,,
114892,3/14/14,Ohio,0,,,,,,,,,,,,,,,,
115413,3/14/14,Ohio,0,,,,,,,,,,,,,,,,
115023,3/14/14,New York,0,,,,,,,,,,,,,,,,
220207,3/14/14,Pennsylvania,0,,,,,,,,,,,,,,,,
114899,3/14/14,Ohio,2,,,,,,,,,,,,,,,,
115560,3/14/14,New York,0,,,,,,,,,,,,,,,,
115192,3/14/14,Florida,1,,,,,,,,,,,,,,,,
114901,3/14/14,Ohio,0,,,,,,,,,,,,,,,,
118271,3/14/14,Kentucky,0,,,,,,,,,,,,,,,,
114801,3/14/14,Georgia,0,,,,,,,,,,,,,,,,
115223,3/14/14,Mississippi,0,,,,,,,,,,,,,,,,
118274,3/14/14,North Carolina,0,,,,,,,,,,,,,,,,
115053,3/14/14,Illinois,0,,,,,,,,,,,,,,,,
115415,3/14/14,Ohio,1,,,,,,,,,,,,,,,,
115114,3/14/14,Pennsylvania,0,,,,,,,,,,,,,,,,
116627,3/14/14,North Carolina,0,,,,,,,,,,,,,,,,
115160,3/14/14,California,1,,,,,,,,,,,,,,,,
114837,3/14/14,North Carolina,0,,,,,,,,,,,,,,,,
115292,3/14/14,Virginia,0,,,,,,,,,,,,,,,,
114994,3/14/14,Arizona,1,,,,,,,,,,,,,,,,
116425,3/14/14,Louisiana,0,,,,,,,,,,,,,,,,
114857,3/14/14,Ohio,0,,,,,,,,,,,,,,,,
115303,3/14/14,Virginia,1,,,,,,,,,,,,,,,,
115105,3/14/14,Delaware,0,,,,,,,,,,,,,,,,
118598,3/14/14,Florida,0,,,,,,,,,,,,,,,,
114859,3/14/14,California,0,,,,,,,,,,,,,,,,
115321,3/14/14,South Carolina,0,,,,,,,,,,,,,,,,
118915,3/14/14,Connecticut,0,,,,,,,,,,,,,,,,
114862,3/14/14,California,0,,,,,,,,,,,,,,,,
115710,3/14/14,Texas,0,,,,,,,,,,,,,,,,
115118,3/14/14,Missouri,1,,,,,,,,,,,,,,,,
119171,3/14/14,Tennessee,0,,,,,,,,,,,,,,,,
114983,3/14/14,Maryland,0,,,,,,,,,,,,,,,,
115802,3/14/14,Louisiana,0,,,,,,,,,,,,,,,,
115145,3/14/14,California,0,,,,,,,,,,,,,,,,
124968,3/14/14,Ohio,1,,,,,,,,,,,,,,,,
114986,3/14/14,Maryland,0,,,,,,,,,,,,,,,,
115815,3/14/14,Texas,0,,,,,,,,,,,,,,,,
115290,3/14/14,West Virginia,0,,,,,,,,,,,,,,,,
114989,3/14/14,South Carolina,1,,,,,,,,,,,,,,,,
115962,3/14/14,Massachusetts,1,,,,,,,,,,,,,,,,
684458,3/14/14,Texas,1,,,,,,,,,,,,,,,,
134713,3/14/14,Virginia,0,,,,,,,,,,,,,,,,
115004,3/14/14,Arkansas,0,,,,,,,,,,,,,,,,
115108,3/14/14,Texas,0,,,,,,,,,,,,,,,,
134711,3/14/14,Maryland,0,,,,,,,,,,,,,,,,
114980,3/14/14,Pennsylvania,0,,,,,,,,,,,,,,,,
115362,3/14/14,Iowa,0,,,,,,,,,,,,,,,,
115025,3/14/14,Washington,1,,,,,,,,,,,,,,,,
114825,3/14/14,Illinois,1,,,,,,,,,,,,,,,,
168532,3/14/14,Michigan,0,,,,,,,,,,,,,,,,
115018,3/14/14,New York,1,,,,,,,,,,,,,,,,
115016,3/14/14,New York,1,,,,,,,,,,,,,,,,
151264,3/14/14,Mississippi,0,,,,,,,,,,,,,,,,
115388,3/14/14,Indiana,0,,,,,,,,,,,,,,,,
114886,3/14/14,Ohio,0,,,,,,,,,,,,,,,,
115172,3/14/14,California,0,,,,,,,,,,,,,,,,
115005,3/14/14,Massachusetts,0,,,,,,,,,,,,,,,,
117016,3/14/14,Indiana,0,,,,,,,,,,,,,,,,
114769,3/14/14,Minnesota,0,,,,,,,,,,,,,,,,
115333,3/14/14,North Carolina,0,,,,,,,,,,,,,,,,
114999,3/14/14,North Carolina,1,,,,,,,,,,,,,,,,
114864,3/14/14,California,1,,,,,,,,,,,,,,,,
134710,3/14/14,California,0,,,,,,,,,,,,,,,,
114996,3/14/14,Kentucky,0,,,,,,,,,,,,,,,,
115322,3/14/14,South Carolina,0,,,,,,,,,,,,,,,,
114881,3/14/14,Ohio,0,,,,,,,,,,,,,,,,
125334,3/14/14,Washington,0,,,,,,,,,,,,,,,,
116812,3/14/14,Florida,0,,,,,,,,,,,,,,,,
114874,3/14/14,Oregon,1,,,,,,,,,,,,,,,,
115165,3/14/14,California,1,,,,,,,,,,,,,,,,
116663,3/14/14,Virginia,0,,,,,,,,,,,,,,,,
115168,3/14/14,Virginia,1,,,,,,,,,,,,,,,,
115778,3/15/14,Louisiana,0,,,,,,,,,,,,,,,,
115316,3/15/14,Georgia,0,,,,,,,,,,,,,,,,
115329,3/15/14,South Carolina,0,,,,,,,,,,,,,,,,
115149,3/15/14,Ohio,0,,,,,,,,,,,,,,,,
151276,3/15/14,Mississippi,0,,,,,,,,,,,,,,,,
115776,3/15/14,Florida,0,,,,,,,,,,,,,,,,
